race,vehicle_number,lap,zone_id,classification,x_meters,y_meters
R1,18,22,7,Conservative,535173.5477881401,3710122.5021468885
R1,18,22,8,Optimal,535100.1572822881,3710043.989941177
R1,18,22,9,Conservative,534896.5878638724,3710112.612857522
R1,18,22,10,Conservative,534940.6843707707,3710259.9568988523
R1,18,22,11,Conservative,535066.3269440905,3710190.627943286
R1,18,23,1,Conservative,535465.1903731346,3710569.776922473
R1,18,23,2,Conservative,535487.8594980151,3710761.8768276474
R1,18,23,3,Conservative,535270.0669347198,3710268.7705218378
R1,18,23,4,Conservative,535649.8930713916,3710620.7892255047
R1,18,23,5,Conservative,535782.3246239484,3710631.0081208386
R1,18,23,6,Conservative,535534.191172203,3710300.193355728
R1,18,23,7,Conservative,535169.9995116497,3710124.1809614324
R1,18,23,8,Optimal,535100.1495756763,3710046.1046281084
R1,18,23,9,Optimal,534896.5985908009,3710109.6522958246
R1,18,23,10,Conservative,534941.3897113424,3710260.8053439874
R1,18,23,11,Conservative,535062.7756321561,3710193.1526720747
R1,18,24,1,Conservative,535464.4835437025,3710569.3513758066
R1,18,24,2,Conservative,535486.4365175127,3710763.5633579865
R1,18,24,3,Conservative,535272.1921618839,3710268.7783051822
R1,18,24,4,Conservative,535652.7140778,3710624.1832188745
R1,18,24,5,Optimal,535781.6115265344,3710632.2743022502
R1,18,24,6,Conservative,535535.6267129709,3710295.123331897
R1,18,24,7,Conservative,535173.5524218982,3710121.233334543
R1,18,24,8,Conservative,535100.8672491255,3710043.5695855515
R1,18,24,9,Conservative,534897.3024139835,3710110.923674806
R1,18,24,10,Conservative,534939.9759612698,3710259.9543287433
R1,18,24,11,Conservative,535062.0702971225,3710192.3042180864
R1,18,25,1,Conservative,535466.5900125535,3710574.4344560355
R1,18,25,2,Conservative,535490.6914308222,3710762.3102087555
R1,18,25,3,Conservative,535272.2092008275,3710264.1259920495
R1,18,25,4,Conservative,535652.7125119027,3710624.6061567306
R1,18,25,5,Conservative,535784.4387703144,3710633.9765831223
R1,18,25,6,Conservative,535534.9120634991,3710296.8124685213
R1,18,25,7,Conservative,535179.1919736355,3710128.8669077777
R1,18,25,8,Optimal,535102.9817355445,3710046.537892851
R1,18,25,9,Conservative,534893.7511180375,3710113.4484655014
R1,18,25,10,Conservative,534940.6797674715,3710261.2257113117
R1,18,25,11,Conservative,535064.1955407772,3710192.3119553905
R1,18,26,1,Conservative,535465.1872578702,3710570.6227980405
R1,18,26,2,Conservative,535485.011978898,3710765.6728264443
R1,18,26,3,Conservative,535271.4853017931,3710268.3527731234
R1,18,26,4,Conservative,535653.4240268745,3710623.7629037825
R1,18,26,5,Conservative,535781.6162412225,3710631.005488587
R1,18,26,6,Conservative,535535.6173494961,3710297.660957678
R1,18,26,7,Conservative,535190.50195691,3710135.6753153694
R1,18,26,8,Optimal,535099.4534806771,3710042.718547314
R1,18,26,9,Optimal,534897.3100762285,3710108.8089878825
R1,18,26,10,Conservative,534940.6843707707,3710259.9568988523
R1,18,26,11,Conservative,535063.4917455943,3710191.04056383
R1,18,27,1,Conservative,535464.4897741044,3710567.6596246753
R1,18,27,2,Conservative,535485.0088616831,3710766.51870226
R1,18,27,3,Conservative,535271.4822038639,3710269.198648241
R1,18,27,4,Conservative,535651.2957456709,3710624.6009113584
R1,18,27,5,Conservative,535782.318337573,3710632.6998723885
R1,18,27,6,Conservative,535532.7884024886,3710296.3816895206
R1,18,27,7,Conservative,535175.6637793226,3710125.0475333636
R1,18,27,8,Optimal,535102.9848184389,3710045.6920180763
R1,18,27,9,Conservative,534897.311608677,3710108.3860504976
R1,18,27,10,Conservative,534941.3912458066,3710260.3824065
R1,18,27,11,Conservative,535062.0718368503,3710191.881280618
R1,18,28,1,Conservative,535464.4851013032,3710568.9284380237
R1,18,28,2,Conservative,535485.7312619973,3710762.7148716073
R1,18,28,3,Conservative,535269.3290970824,3710276.80374115
R1,46,1,7,Conservative,535170.7032978904,3710125.452360729
R1,46,1,8,Conservative,535102.2810173254,3710044.4206239996
R1,46,1,9,Conservative,534895.1878791637,3710107.9554127906
R1,46,1,10,Conservative,534943.499594076,3710265.04242967
R1,46,1,11,Conservative,535063.4825068542,3710193.5781886457
R1,46,2,1,Conservative,535472.8766878921,3710598.565393633
R1,46,2,2,Conservative,535495.6547182385,3710761.0596726416
R1,46,2,3,Conservative,535271.4853017931,3710268.3527731234
R1,46,2,4,Conservative,535653.4271587307,3710622.9170280723
R1,46,2,5,Conservative,535783.7319594624,3710633.5510128266
R1,46,2,6,Conservative,535529.9516530874,3710297.217110346
R1,46,2,7,Conservative,535168.585761132,3710123.3299128003
R1,46,2,8,Optimal,535098.0181347736,3710047.788632687
R1,46,2,9,Conservative,534895.1572320333,3710116.414160507
R1,46,2,10,Conservative,534942.8019266408,3710262.07929693
R1,46,2,11,Conservative,535067.0214992574,3710194.436959879
R1,46,3,1,Conservative,535465.1981612929,3710567.6622335576
R1,46,3,2,Conservative,535495.6547182385,3710761.0596726416
R1,46,3,3,Conservative,535273.5996856436,3710271.321119699
R1,46,3,4,Conservative,535649.1799907746,3710622.055416564
R1,46,3,5,Conservative,535781.6099549715,3710632.6972401366
R1,46,3,6,Conservative,535529.9500927568,3710297.640047976
R1,46,3,7,Conservative,535186.9505918403,3710138.199998607
R1,46,3,8,Conservative,535100.143410384,3710047.796377658
R1,46,3,9,Conservative,534892.3112940356,3710119.787393237
R1,46,3,10,Conservative,534938.5468675492,3710263.3326885724
R1,46,3,11,Conservative,535060.6457696912,3710194.4137474904
R1,46,4,1,Conservative,535465.904990818,3710568.0877802754
R1,46,4,2,Conservative,535495.6562773107,3710760.6367347343
R1,46,4,3,Conservative,535272.1844169033,3710270.8929929794
R1,46,4,4,Conservative,535649.8883740763,3710622.058039066
R1,46,4,5,Conservative,535781.61466966,3710631.4284264757
R1,46,4,6,Conservative,535498.1606326845,3710273.41504895
R1,46,4,7,Conservative,535170.7017534274,3710125.8752981783
R1,46,4,8,Conservative,535099.4380677653,3710046.9479211727
R1,46,4,9,Conservative,534894.4488120017,3710116.4115938335
R1,46,4,10,Conservative,534940.6690264348,3710264.1862737252
R1,46,4,11,Conservative,535057.8074934859,3710195.672244638
R1,46,5,1,Conservative,535466.5993587268,3710571.8968293187
R1,46,5,2,Conservative,535492.8227852684,3710760.626290075
R1,46,5,3,Conservative,535280.0295922392,3710256.5416589775
R1,46,5,4,Conservative,535648.4747388936,3710621.206918406
R1,46,5,5,Conservative,535785.1597265702,3710630.5957124764
R1,46,5,6,Conservative,535529.2401253653,3710298.0603721263
R1,46,5,7,Conservative,535185.5368448665,3710137.348947438
R1,46,5,8,Aggressive,535098.0181347736,3710047.788632687
R1,46,5,9,Optimal,534897.3024139835,3710110.923674806
R1,46,5,10,Conservative,534943.5041977526,3710263.7736172015
R1,46,5,11,Conservative,535064.1863018476,3710194.849580212
R1,46,6,1,Conservative,535465.8909718489,3710571.8942203303
R1,46,6,2,Conservative,535492.8165494766,3710762.318041704
R1,46,6,3,Conservative,535273.5950384662,3710272.5899323826
R1,46,6,4,Conservative,535651.2941798356,3710625.023849213
R1,46,6,5,Conservative,535784.4403420024,3710633.553645235
R1,46,6,6,Conservative,535531.3575445793,3710300.1829008725
R1,46,6,7,Conservative,535167.8773414417,3710123.327326011
R1,46,6,8,Aggressive,535096.5997432002,3710048.20640702
R1,46,6,9,Optimal,534898.0093019388,3710111.3491790714
R1,46,6,10,Conservative,534942.0858448138,3710264.191414104
R1,46,6,11,Conservative,535063.476347691,3710195.269938527
R1,46,7,1,Conservative,535465.1888155024,3710570.199860257
R1,46,7,2,Conservative,535492.1066176747,3710762.7383685773
R1,46,7,3,Conservative,535273.5888422274,3710274.281682631
R1,46,7,4,Conservative,535650.5967573782,3710622.0606616214
R1,46,7,5,Conservative,535783.0235769226,3710633.5483804704
R1,46,7,6,Conservative,535528.5379593782,3710296.366008184
R1,46,7,7,Conservative,535173.5292530936,3710127.5773962927
R1,46,7,8,Aggressive,535099.4319025963,3710048.639670724
R1,46,7,9,Optimal,534895.175620319,3710111.3389118635
R1,46,7,10,Conservative,534944.2110723848,3710264.1991250627
R1,46,7,11,Conservative,535063.4701885254,3710196.961688415
R1,46,8,1,Conservative,535468.0239212665,3710569.787358528
R1,46,8,2,Conservative,535494.2270592055,3710764.015015565
R1,46,8,3,Conservative,535272.8990219114,3710269.2038372937
R1,46,8,4,Conservative,535649.8899398482,3710621.6351012117
R1,46,8,5,Conservative,535783.7413893999,3710631.0133854966
R1,46,8,6,Conservative,535530.6569394857,3710298.065599135
R1,46,8,7,Conservative,535170.7079312785,3710124.18354838
R1,46,8,8,Aggressive,535098.725018716,3710048.2141516786
R1,46,8,9,Optimal,534897.2993490845,3710111.7695495775
R1,46,8,10,Conservative,534942.0919827989,3710262.4996641506
R1,46,8,11,Conservative,535062.766393598,3710195.690296897
R1,46,9,1,Conservative,535465.8972025034,3710570.2024691934
R1,46,9,2,Conservative,535490.6867542567,3710763.5790224797
R1,46,9,3,Conservative,535275.0180525025,3710270.903371505
R1,46,9,4,Conservative,535650.5936257717,3710622.90653733
R1,46,9,5,Conservative,535784.4419136902,3710633.1307073445
R1,46,9,6,Conservative,535530.6553791236,3710298.4885367663
R1,46,9,7,Conservative,535170.7032978904,3710125.452360729
R1,46,9,8,Aggressive,535098.7265599772,3710047.791214292
R1,46,9,9,Conservative,534897.2962841848,3710112.61542435
R1,46,9,10,Conservative,534960.4169711701,3710288.3656954966
R1,46,9,11,Conservative,535074.0240093784,3710216.8784427946
R1,46,10,1,Conservative,535448.91459752,3710565.064615774
R1,46,10,2,Conservative,535487.8610567454,3710761.453889742
R1,46,10,3,Conservative,535271.4837528286,3710268.775710682
R1,46,10,4,Conservative,535648.4731731841,3710621.6298562572
R1,46,10,5,Conservative,535784.4482004396,3710631.4389557927
R1,46,10,6,Conservative,535529.9485324259,3710298.0629856056
R1,46,10,7,Conservative,535169.2880032215,3710125.0242494373
R1,46,10,8,Aggressive,535099.4334438887,3710048.216733336
R1,46,10,9,Conservative,534897.3054788819,3710110.0778000373
R1,46,10,10,Conservative,534938.5514705706,3710262.063876111
R1,46,10,11,Conservative,535066.314624775,3710194.011443045
R1,46,11,1,Conservative,535465.8582608711,3710580.775913877
R1,46,11,2,Conservative,535489.9737049914,3710764.8452253263
R1,46,11,3,Conservative,535272.195259875,3710267.9324300643
R1,46,11,4,Conservative,535649.1815565154,3710621.6324787084
R1,46,11,5,Conservative,535783.0392931707,3710629.3190015955
R1,46,11,6,Conservative,535532.0659514852,3710300.185514509
R1,46,11,7,Conservative,535169.994878355,3710125.4497737824
R1,46,11,8,Aggressive,535100.8472115243,3710049.0677715833
R1,46,11,9,Conservative,534896.5970583829,3710110.0752332085
R1,46,11,10,Conservative,534939.2583455428,3710262.4893836034
R1,46,11,11,Conservative,535065.5938912698,3710197.392363508
R1,46,12,1,Conservative,535466.6118202822,3710568.513327045
R1,46,12,2,Conservative,535494.9354319664,3710764.0176267573
R1,46,12,3,Conservative,535272.8974728843,3710269.6267748536
R1,46,12,4,Conservative,535649.8883740763,3710622.058039066
R1,46,12,5,Optimal,535784.4544871865,3710629.747204243
R1,46,12,6,Conservative,535525.0099644657,3710292.5465031974
R1,46,12,7,Conservative,535172.8239228276,3710126.7289342345
R1,46,12,8,Aggressive,535100.140327737,3710048.642252433
R1,46,12,9,Optimal,534897.307011331,3710109.654862651
R1,46,12,10,Conservative,534939.9621516482,3710263.760766125
R1,46,12,11,Conservative,535067.0230392036,3710194.014022407
R1,46,13,1,Conservative,535465.1872578702,3710570.6227980405
R1,46,13,2,Conservative,535492.811872631,3710763.5868554297
R1,46,13,3,Conservative,535272.9036689918,3710267.9350246172
R1,46,13,4,Conservative,535649.8868083042,3710622.4809769206
R1,46,13,5,Conservative,535783.7351027755,3710632.705137048
R1,46,13,6,Conservative,535527.1039827372,3710301.013095415
R1,46,13,7,Conservative,535181.2832429883,3710138.1792948674
R1,46,13,8,Optimal,535098.7126886204,3710051.5976507897
R1,46,13,9,Optimal,534892.3005683877,3710122.7479549726
R1,46,13,10,Conservative,534938.5315241342,3710267.5620634607
R1,46,13,11,Conservative,535063.4809670637,3710194.001126115
R1,46,14,1,Conservative,535463.0683271148,3710568.9232204133
R1,46,14,2,Conservative,535485.0228891451,3710762.712261094
R1,46,14,3,Conservative,535270.7706969723,3710270.0419289107
R1,46,14,4,Conservative,535651.297311506,3710624.177973503
R1,46,14,5,Optimal,535782.321480761,3710631.8539966135
R1,46,14,6,Conservative,535531.3591049731,3710299.759963241
R1,46,14,7,Conservative,535169.2833700192,3710126.293061787
R1,46,14,8,Aggressive,535098.0165935435,3710048.211570075
R1,46,14,9,Optimal,534897.3100762285,3710108.8089878825
R1,46,14,10,Conservative,534938.5499362303,3710262.486813597
R1,46,14,11,Conservative,535065.6046704624,3710194.4318012064
R1,46,15,1,Conservative,535464.4788708995,3710570.620189157
R1,46,15,2,Conservative,535489.984616761,3710761.88465997
R1,46,15,3,Conservative,535271.480654899,3710269.6215858
R1,46,15,4,Conservative,535649.8868083042,3710622.4809769206
R1,46,15,5,Conservative,535782.319909167,3710632.2769345012
R1,46,15,6,Conservative,535529.9485324259,3710298.0629856056
R1,46,15,7,Conservative,535169.9979672183,3710124.603898884
R1,46,15,8,Optimal,535101.5510124767,3710050.339165567
R1,46,15,9,Optimal,534897.3100762285,3710108.8089878825
R1,46,15,10,Conservative,534939.965220454,3710262.914891151
R1,46,15,11,Conservative,535063.4886660149,3710191.886438768
R1,46,16,1,Conservative,535464.396317812,3710593.035892079
R1,46,16,2,Conservative,535488.5709884531,3710761.033562557
R1,46,16,3,Conservative,535271.479105934,3710270.04452336
R1,46,16,4,Conservative,535649.8742821217,3710625.864479763
R1,46,16,5,Conservative,535780.8968577737,3710633.9634216023
R1,46,16,6,Conservative,535530.6553791236,3710298.4885367663
R1,46,16,7,Conservative,535168.5718618063,3710127.136349844
R1,46,16,8,Optimal,535100.8472115243,3710049.0677715833
R1,46,16,9,Optimal,534895.884040723,3710111.341478588
R1,46,16,10,Conservative,534941.3805045543,3710263.342968912
R1,46,16,11,Conservative,535063.4794272729,3710194.424063586
R1,46,17,1,Conservative,535466.6180510562,3710566.8215759145
R1,46,17,2,Conservative,535493.5264813419,3710761.8977148836
R1,46,17,3,Conservative,535271.4853017931,3710268.3527731234
R1,46,17,4,Conservative,535649.8868083042,3710622.4809769206
R1,46,17,5,Conservative,535783.7445327111,3710630.1675097235
R1,46,17,6,Conservative,535529.241685665,3710297.637434497
R1,46,17,7,Conservative,535169.2864588209,3710125.4471868877
R1,46,17,8,Aggressive,535099.4319025963,3710048.639670724
R1,46,17,9,Optimal,534896.6047204708,3710107.9605462886
R1,46,17,10,Conservative,534939.9682892594,3710262.0690161753
R1,46,17,11,Conservative,535064.1878416697,3710194.426642741
R1,46,18,1,Conservative,535466.5635316985,3710581.62439845
R1,46,18,2,Conservative,535491.4013625924,3710761.88988178
R1,46,18,3,Conservative,535274.3142908717,3710269.6319641145
R1,46,18,4,Conservative,535649.8883740763,3710622.058039066
R1,46,18,5,Conservative,535783.738246088,3710631.859261272
R1,46,18,6,Conservative,535530.6584998475,3710297.642661506
R1,46,18,7,Conservative,535170.7032978904,3710125.452360729
R1,46,18,8,Aggressive,535100.1418690606,3710048.2193150455
R1,46,18,9,Aggressive,534898.0200292995,3710108.3886173763
R1,46,18,10,Conservative,534939.9682892594,3710262.0690161753
R1,46,18,11,Conservative,535063.4809670637,3710194.001126115
R1,46,19,1,Conservative,535464.4773132981,3710571.043126941
R1,46,19,2,Conservative,535489.2700086735,3710763.573800774
R1,46,19,3,Conservative,535271.480654899,3710269.6215858
R1,46,19,4,Conservative,535647.7585271364,3710623.3189852755
R1,46,19,5,Conservative,535783.739817744,3710631.4363233848
R1,46,19,6,Conservative,535529.2370047654,3710298.9062473862
R1,46,19,7,Conservative,535167.1627445251,3710125.016489066
R1,46,19,8,Optimal,535099.4257374246,3710050.331420281
R1,46,19,9,Aggressive,534897.3100762285,3710108.8089878825
R1,46,19,10,Conservative,534939.9636860512,3710263.3378286376
R1,46,19,11,Conservative,535066.3084651134,3710195.703192931
R1,46,20,1,Conservative,535464.4851013032,3710568.9284380237
R1,46,20,2,Conservative,535490.6711656947,3710767.808401574
R1,46,20,3,Conservative,535271.4822038639,3710269.198648241
R1,46,20,4,Conservative,535649.1799907746,3710622.055416564
R1,46,20,5,Conservative,535782.321480761,3710631.8539966135
R1,46,20,6,Conservative,535530.6600602092,3710297.2197238756
R1,46,20,7,Conservative,535170.7048423532,3710125.0294232783
R1,46,20,8,Aggressive,535100.8502942338,3710048.2218968063
R1,46,20,9,Optimal,534895.8855731102,3710110.9185412023
R1,46,20,10,Conservative,534942.8003921139,3710262.502234417
R1,46,20,11,Conservative,535062.0641382101,3710193.995967964
R1,46,21,1,Conservative,535465.1857002378,3710571.0457358253
R1,46,21,2,Conservative,535494.2286182166,3710763.5920776566
R1,46,21,3,Conservative,535277.8408433851,3710273.874313801
R1,46,21,4,Conservative,535647.7616584944,3710622.473109568
R1,46,21,5,Conservative,535786.5592024968,3710635.2532943315
R1,46,21,6,Conservative,535532.7806002132,3710298.496377671
R1,46,21,7,Conservative,535181.2956024575,3710134.7957951957
R1,46,21,8,Aggressive,535098.7234774545,3710048.637089067
R1,46,21,9,Optimal,534898.7192548566,3710110.9288086183
R1,46,21,10,Conservative,534938.5391958436,3710265.4473760137
R1,46,21,11,Conservative,535064.8839372373,3710197.8127217237
R1,46,22,1,Conservative,535467.3186496842,3710568.9388738684
R1,46,22,2,Conservative,535493.5186864437,3710764.012404426
R1,46,22,3,Conservative,535275.0134051389,3710272.172184189
R1,46,22,4,Conservative,535649.882110987,3710623.7497904846
R1,46,22,5,Conservative,535784.4419136902,3710633.1307073445
R1,46,22,6,Conservative,535532.7790397577,3710298.919315301
R1,46,22,7,Conservative,535172.8254673843,3710126.305996783
R1,46,22,8,Aggressive,535098.725018716,3710048.2141516786
R1,46,22,9,Optimal,534897.3024139835,3710110.923674806
R1,46,22,10,Conservative,534940.670560869,3710263.763336236
R1,46,22,11,Conservative,535062.7648538378,3710196.113234368
R1,46,23,1,Conservative,535465.2012765551,3710566.8163579935
R1,46,23,2,Conservative,535487.8517043616,3710763.9915171824
R1,46,23,3,Conservative,535271.4853017931,3710268.3527731234
R1,46,23,4,Conservative,535650.5904941644,3710623.75241304
R1,46,23,5,Conservative,535782.3230523547,3710631.4310587263
R1,46,23,6,Conservative,535534.191172203,3710300.193355728
R1,46,23,7,Conservative,535171.4132619189,3710125.032010277
R1,46,23,8,Optimal,535100.1418690606,3710048.2193150455
R1,46,23,9,Optimal,534896.595525965,3710110.4981705924
R1,46,23,10,Conservative,534941.3805045543,3710263.342968912
R1,46,23,11,Conservative,535061.3541840857,3710194.416326437
R1,46,24,1,Conservative,535464.4835437025,3710569.3513758066
R1,46,24,2,Conservative,535487.8579392848,3710762.2997655547
R1,46,24,3,Conservative,535274.315839961,3710269.209026555
R1,46,24,4,Conservative,535649.1752935512,3710623.324230125
R1,46,24,5,Conservative,535783.7256728342,3710635.2427643836
R1,46,24,6,Conservative,535529.9438514326,3710299.331798496
R1,46,24,7,Conservative,535169.2849144201,3710125.870124337
R1,46,24,8,Aggressive,535098.7203949313,3710049.4829638437
R1,46,24,9,Conservative,534898.7299824341,3710107.968246924
R1,46,24,10,Conservative,534942.0873793103,3710263.7684766157
R1,46,24,11,Conservative,535061.3480252946,3710196.108076318
R1,46,25,1,Conservative,535465.8909718489,3710571.8942203303
R1,46,25,2,Conservative,535494.2301772275,3710763.1691397466
R1,46,25,3,Conservative,535272.8959238571,3710270.049712413
R1,46,25,4,Conservative,535650.5904941644,3710623.75241304
R1,46,25,5,Conservative,535783.0314350487,3710631.43369103
R1,46,25,6,Conservative,535532.7790397577,3710298.919315301
R1,46,25,7,Conservative,535183.4208590207,3710134.803558704
R1,46,25,8,Aggressive,535098.0181347736,3710047.788632687
R1,46,25,9,Optimal,534895.8794435604,3710112.6102907457
R1,46,25,10,Conservative,534939.9667548568,3710262.4919536617
R1,46,25,11,Conservative,535065.6077502304,3710193.5859262636
R1,46,26,1,Conservative,535465.1934883983,3710568.931046907
R1,46,26,2,Conservative,535493.5249223625,3710762.3206527918
R1,46,26,3,Conservative,535270.0545434956,3710272.1540223146
R1,46,26,4,Conservative,535649.1768592924,3710622.901292272
R1,46,26,5,Conservative,535782.3261955419,3710630.5851829518
R1,46,26,6,Conservative,535529.246366563,3710296.36862161
R1,46,26,7,Conservative,535172.8208337139,3710127.574809137
R1,46,26,8,Aggressive,535098.0165935435,3710048.211570075
R1,46,26,9,Aggressive,534895.8855731102,3710110.9185412023
R1,46,26,10,Conservative,534942.0904483029,3710262.9226016393
R1,46,26,11,Conservative,535062.769473118,3710194.844421955
R1,46,27,1,Conservative,535465.8878565206,3710572.740095902
R1,46,27,2,Conservative,535490.6836365456,3710764.4248982966
R1,46,27,3,Conservative,535271.4853017931,3710268.3527731234
R1,46,27,4,Conservative,535650.5889283606,3710624.175350894
R1,46,27,5,Conservative,535781.606811845,3710633.5431159143
R1,46,27,6,Conservative,535530.6491376738,3710300.1802872894
R1,46,27,7,Conservative,535172.1093252811,3710128.418096937
R1,46,27,8,Aggressive,535101.5510124767,3710050.339165567
R1,46,27,9,Conservative,534894.4626029381,3710112.6051573493
R1,46,27,10,Conservative,534939.2568111712,3710262.9123210916
R1,98,2,7,Conservative,535170.7048423532,3710125.0294232783
R1,98,2,8,Conservative,535102.2810173254,3710044.4206239996
R1,98,2,9,Conservative,534896.606252888,3710107.537608904
R1,98,2,10,Conservative,534942.7973230594,3710263.348109394
R1,98,2,11,Conservative,535065.6154496474,3710191.471238915
R1,98,3,1,Conservative,535463.7829444851,3710567.234078062
R1,98,3,2,Conservative,535491.4013625924,3710761.88988178
R1,98,3,3,Conservative,535279.3366752942,3710252.3096883907
R1,98,3,4,Conservative,535652.7172095942,3710623.337343164
R1,98,3,5,Optimal,535780.2073332715,3710628.885534812
R1,98,3,6,Conservative,535529.9547737482,3710296.371235088
R1,98,3,7,Conservative,535169.2941808224,3710123.332499642
R1,98,3,8,Aggressive,535100.1464930305,3710046.950502882
R1,98,3,9,Conservative,534893.0503591062,3710111.331212005
R1,98,3,10,Conservative,534942.1073277509,3710258.2702892865
R1,98,3,11,Conservative,535066.3315638314,3710189.3591308817
R1,98,4,1,Conservative,535463.0729997293,3710567.6544070668
R1,98,4,2,Conservative,535502.7618387822,3710754.7417193307
R1,98,4,3,Conservative,535267.9463539844,3710267.4939262895
R1,98,4,4,Conservative,535649.8883740763,3710622.058039066
R1,98,4,5,Conservative,535780.2324772415,3710622.118528682
R1,98,4,6,Conservative,535527.1227052162,3710295.9378438606
R1,98,4,7,Conservative,535186.2452635362,3710137.3515355354
R1,98,4,8,Conservative,535099.4426916405,3710045.6791090127
R1,98,4,9,Conservative,534895.1878791637,3710107.9554127906
R1,98,4,10,Conservative,534939.9728924661,3710260.800203715
R1,98,4,11,Conservative,535062.0733765778,3710191.4583431487
R1,98,5,1,Conservative,535462.3599400204,3710568.9206116865
R1,98,5,2,Conservative,535493.5342762361,3710759.783025349
R1,98,5,3,Conservative,535268.6485677718,3710269.188270761
R1,98,5,4,Conservative,535649.8899398482,3710621.6351012117
R1,98,5,5,Conservative,535781.6178127849,3710630.582550701
R1,98,5,6,Conservative,535529.2385650654,3710298.4833097565
R1,98,5,7,Conservative,535169.9964227867,3710125.0268363315
R1,98,5,8,Conservative,535100.143410384,3710047.796377658
R1,98,5,9,Conservative,534895.1771526751,3710110.9159744787
R1,98,5,10,Conservative,534941.3820390193,3710262.9200314246
R1,98,5,11,Conservative,535058.5220660799,3710193.9830734963
R1,98,6,1,Conservative,535464.4788708995,3710570.620189157
R1,98,6,2,Conservative,535491.3998037064,3710762.312819687
R1,98,6,3,Conservative,535268.6485677718,3710269.188270761
R1,98,6,4,Conservative,535649.8836767595,3710623.3268526294
R1,98,6,5,Optimal,535780.9125730899,3710629.73404273
R1,98,6,6,Conservative,535531.3622257602,3710298.9140879787
R1,98,6,7,Conservative,535169.2926364224,3710123.7554370896
R1,98,6,8,Optimal,535100.1464930305,3710046.950502882
R1,98,6,9,Optimal,534896.5970583829,3710110.0752332085
R1,98,6,10,Conservative,534942.0965862861,3710261.2308516884
R1,98,6,11,Conservative,535063.487126225,3710192.3093762365
R1,98,7,1,Conservative,535463.7782717777,3710568.5028914087
R1,98,7,2,Conservative,535487.8688503943,3710759.3392002136
R1,98,7,3,Conservative,535267.9324147007,3710271.3003643155
R1,98,7,4,Conservative,535648.4669103442,3710623.3216076735
R1,98,7,5,Conservative,535781.6240990326,3710628.890799157
R1,98,7,6,Conservative,535530.652258399,3710299.334412026
R1,98,7,7,Conservative,535172.1139588591,3710127.1492845807
R1,98,7,8,Aggressive,535100.143410384,3710047.796377658
R1,98,7,9,Optimal,534895.8886378843,3710110.072666433
R1,98,7,10,Conservative,534941.3805045543,3710263.342968912
R1,98,7,11,Conservative,535066.3192445195,3710192.742630634
R1,98,8,1,Conservative,535463.0574243421,3710571.8837848995
R1,98,8,2,Conservative,535485.038475199,3710758.482882041
R1,98,8,3,Conservative,535272.9222572988,3710262.8597739325
R1,98,8,4,Conservative,535651.2957456709,3710624.6009113584
R1,98,8,5,Optimal,535780.2026187725,3710630.15434847
R1,98,8,6,Conservative,535530.6475773109,3710300.603224922
R1,98,8,7,Conservative,535170.7002089643,3710126.2982356288
R1,98,8,8,Optimal,535098.7281012383,3710047.368276904
R1,98,8,9,Optimal,534895.1771526751,3710110.9159744787
R1,98,8,10,Conservative,534939.9759612698,3710259.9543287433
R1,98,8,11,Conservative,535065.6139097643,3710191.8941763844
R1,98,9,1,Conservative,535463.0683271148,3710568.9232204133
R1,98,9,2,Conservative,535484.3269848898,3710759.326147388
R1,98,9,3,Conservative,535268.6485677718,3710269.188270761
R1,98,9,4,Conservative,535649.8836767595,3710623.3268526294
R1,98,9,5,Optimal,535780.9141446208,3710629.311104845
R1,98,9,6,Conservative,535530.6491376738,3710300.1802872894
R1,98,9,7,Conservative,535186.9475014737,3710139.0458735297
R1,98,9,8,Aggressive,535099.4365264733,3710047.3708585617
R1,98,9,9,Optimal,534894.4626029381,3710112.6051573493
R1,98,9,10,Conservative,534937.8430612261,3710262.0613061567
R1,98,9,11,Conservative,535064.1909213131,3710193.5807677996
R1,98,10,1,Conservative,535463.7751566387,3710569.348766975
R1,98,10,2,Conservative,535486.4505455247,3710759.756916832
R1,98,10,3,Conservative,535267.2131643774,3710274.2583330497
R1,98,10,4,Conservative,535648.4653446339,3710623.744545529
R1,98,10,5,Optimal,535780.9094300279,3710630.579918503
R1,98,10,6,Conservative,535527.1180245986,3710297.2066567456
R1,98,10,7,Conservative,535167.1642888323,3710124.5935516185
R1,98,10,8,Aggressive,535098.7234774545,3710048.637089067
R1,98,10,9,Optimal,534894.4656675889,3710111.759282577
R1,98,10,10,Conservative,534940.675164171,3710262.4945237725
R1,98,10,11,Conservative,535060.6488490236,3710193.5678725503
R1,98,11,1,Conservative,535462.3537099899,3710570.6123628193
R1,98,11,2,Conservative,535487.1495664007,3710762.2971548843
R1,98,11,3,Conservative,535270.7567565601,3710273.8483669567
R1,98,11,4,Conservative,535649.1643333576,3710626.284795114
R1,98,11,5,Conservative,535780.898429306,3710633.540483714
R1,98,11,6,Conservative,535529.2292032632,3710301.020935542
R1,98,11,7,Conservative,535166.4527806836,3710125.4368398297
R1,98,11,8,Optimal,535098.7157711453,3710050.751776011
R1,98,11,9,Optimal,534898.7192548566,3710110.9288086183
R1,98,11,10,Conservative,534940.6628886961,3710265.878023681
R1,98,11,11,Conservative,535062.7633140774,3710196.536171841
R1,98,12,1,Conservative,535464.474198095,3710571.88900251
